source_node_ref_id,original_reference,normalized_reference,snippet
ITAA1997:Section:152-5,ITAA1997:Section:152-845,ITAA1997:Section:152-845,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-85,ITAA1997:Section:152-85,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-850,ITAA1997:Section:152-850,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-855,ITAA1997:Section:152-855,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-860,ITAA1997:Section:152-860,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-865,ITAA1997:Section:152-865,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-870,ITAA1997:Section:152-870,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-875,ITAA1997:Section:152-875,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-880,ITAA1997:Section:152-880,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-885,ITAA1997:Section:152-885,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-890,ITAA1997:Section:152-890,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-895,ITAA1997:Section:152-895,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-90,ITAA1997:Section:152-90,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-900,ITAA1997:Section:152-900,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-905,ITAA1997:Section:152-905,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-910,ITAA1997:Section:152-910,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-915,ITAA1997:Section:152-915,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-920,ITAA1997:Section:152-920,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-925,ITAA1997:Section:152-925,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-930,ITAA1997:Section:152-930,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-935,ITAA1997:Section:152-935,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-940,ITAA1997:Section:152-940,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-945,ITAA1997:Section:152-945,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-95,ITAA1997:Section:152-95,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-950,ITAA1997:Section:152-950,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-955,ITAA1997:Section:152-955,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-960,ITAA1997:Section:152-960,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-965,ITAA1997:Section:152-965,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-970,ITAA1997:Section:152-970,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-975,ITAA1997:Section:152-975,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-980,ITAA1997:Section:152-980,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-985,ITAA1997:Section:152-985,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-990,ITAA1997:Section:152-990,basic conditions
ITAA1997:Section:152-5,ITAA1997:Section:152-995,ITAA1997:Section:152-995,basic conditions
ITAA1997:Section:152-45,ITAA1997:Section:124-880,ITAA1997:Section:124-880,former section 124-880
ITAA1997:Section:152-45,ITAA1997:Section:124-885,ITAA1997:Section:124-885,124-885
ITAA1997:Section:152-45,ITAA1997:Section:124-890,ITAA1997:Section:124-890,124-890
ITAA1997:Section:152-45,ITAA1997:Section:124-900,ITAA1997:Section:124-900,former section 124-900
ITAA1997:Section:152-45,ITAA1997:Section:124-905,ITAA1997:Section:124-905,124-905
ITAA1997:Section:152-45,ITAA1997:Section:124-910,ITAA1997:Section:124-910,124-910
ITAA1997:Section:152-70,ITAA1997:Section:152-2,ITAA1997:Section:152-2,item 1 of the table
ITAA1997:Section:152-70,ITAA1997:Section:152-3,ITAA1997:Section:152-3,Paragraph (a) of item 1 of the table
ITAA1997:Section:152-70,ITAA1997:Section:152-4,ITAA1997:Section:152-4,item 3 of the table in subsection (1)
ITAA1997:Section:152-70,ITAA1997:Section:152-6,ITAA1997:Section:152-6,subsection (5)
ITAA1997:Section:165-80,ITAA1997:Section:165-100,ITAA1997:Section:165-100,This section applies
ITAA1997:Section:166-175,ITAA1997:Section:166-2,ITAA1997:Section:166-2,(2)
ITAA1997:Section:167-15,ITAA1997:Subsection:167-100(1),ITAA1997:Section:167-100,subsection (1)
ITAA1997:Section:175-10,ITAA1997:Subdivision:375-G,ITAA1997:Subdivision:375-G,former Subdivision 375-G (which is about film losses)
ITAA1997:Section:203-30,ITAA1997:Section:203-70,ITAA1997:Section:203-70,The benchmark franking percentage for an entity for a *franking period is the same as the *franking percentage for the first *frankable distribution made by the entity within the period.
ITAA1997:Section:207-115,ITAA1997:Section:207-121,ITAA1997:Section:207-121,sections 207-119 to 207-136
ITAA1997:Section:207-115,ITAA1997:Section:207-123,ITAA1997:Section:207-123,sections 207-119 to 207-136
ITAA1997:Section:207-115,ITAA1997:Section:207-125,ITAA1997:Section:207-125,sections 207-119 to 207-136
ITAA1997:Section:207-115,ITAA1997:Section:207-127,ITAA1997:Section:207-127,sections 207-119 to 207-136
ITAA1997:Section:207-115,ITAA1997:Section:207-129,ITAA1997:Section:207-129,sections 207-119 to 207-136
ITAA1997:Section:207-115,ITAA1997:Section:207-131,ITAA1997:Section:207-131,sections 207-119 to 207-136
ITAA1997:Section:207-115,ITAA1997:Section:207-133,ITAA1997:Section:207-133,sections 207-119 to 207-136
ITAA1997:Section:207-115,ITAA1997:Section:207-135,ITAA1997:Section:207-135,sections 207-119 to 207-136
ITAA1997:Section:207-157,ITAA1997:Section:207-100,ITAA1997:Section:207-100,"However, if the entity that disposed of the substantially identical interest was a *connected entity of the member, this section does not apply to the *franked distribution unless:"
ITAA1997:Section:208-110,ITAA1997:Section:208-1,ITAA1997:Section:208-1,* former exempting entity
ITAA1997:Section:208-125,ITAA1997:Section:208-2,ITAA1997:Section:208-2,"An entity’s *exempting account is in deficit at a particular time if, at that time, the sum of the *exempting debits in the account exceeds the sum of the *exempting credits in the account."
ITAA1997:Section:208-185,ITAA1997:Section:208-4,ITAA1997:Section:208-4,this section
ITAA1997:Section:208-185,ITAA1997:Section:208-6,ITAA1997:Section:208-6,subsection (4)
ITAA1997:Section:208-185,ITAA1997:Section:208-7,ITAA1997:Section:208-7,this section
ITAA1997:Section:215-10,ITAA1997:Subsection:215-100(1),ITAA1997:Section:215-100,subsection (1)
ITAA1997:Section:215-20,ITAA1997:Subsection:215-300,ITAA1997:Section:215-300,subsection (2)
ITAA1997:Section:220-800,ITAA1997:Section:220-2,ITAA1997:Section:220-2,"For the purposes of subsection (1), the amount and period are shown in the table:"
ITAA1997:Section:220-800,ITAA1997:Section:220-3,ITAA1997:Section:220-3,"Just after the defaulter’s due time, these companies become jointly and severally liable to pay the unpaid amount:"
ITAA1997:Section:220-800,ITAA1997:Section:220-4,ITAA1997:Section:220-4,The joint and several liability of a particular contributor becomes due and payable by the contributor 14 days after the Commissioner gives it written notice of the liability.
ITAA1997:Section:220-800,ITAA1997:Section:220-5,ITAA1997:Section:220-5,If:
ITAA1997:Section:230-455,ITAA1997:Section:230-2,ITAA1997:Section:230-2,subsection (2)
ITAA1997:Section:230-455,ITAA1997:Section:230-3,ITAA1997:Section:230-3,subsection (3)
ITAA1997:Section:230-455,ITAA1997:Section:230-4,ITAA1997:Section:230-4,subsection (4)
ITAA1997:Section:230-455,ITAA1997:Section:230-7,ITAA1997:Section:230-7,subsection (7)
ITAA1997:Section:230-527,ITAA1997:Section:230-151,ITAA1997:Section:230-151,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-152,ITAA1997:Section:230-152,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-153,ITAA1997:Section:230-153,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-154,ITAA1997:Section:230-154,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-156,ITAA1997:Section:230-156,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-157,ITAA1997:Section:230-157,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-158,ITAA1997:Section:230-158,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-159,ITAA1997:Section:230-159,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-161,ITAA1997:Section:230-161,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-162,ITAA1997:Section:230-162,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-163,ITAA1997:Section:230-163,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-164,ITAA1997:Section:230-164,sections 230-150 to 230-165
ITAA1997:Section:230-527,ITAA1997:Section:230-211,ITAA1997:Section:230-211,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-212,ITAA1997:Section:230-212,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-213,ITAA1997:Section:230-213,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-214,ITAA1997:Section:230-214,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-216,ITAA1997:Section:230-216,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-217,ITAA1997:Section:230-217,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-218,ITAA1997:Section:230-218,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-219,ITAA1997:Section:230-219,sections 230-210 to 230-220
ITAA1997:Section:230-527,ITAA1997:Section:230-256,ITAA1997:Section:230-256,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-257,ITAA1997:Section:230-257,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-258,ITAA1997:Section:230-258,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-259,ITAA1997:Section:230-259,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-261,ITAA1997:Section:230-261,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-262,ITAA1997:Section:230-262,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-263,ITAA1997:Section:230-263,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-264,ITAA1997:Section:230-264,sections 230-255 to 230-265
ITAA1997:Section:230-527,ITAA1997:Section:230-316,ITAA1997:Section:230-316,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-317,ITAA1997:Section:230-317,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-318,ITAA1997:Section:230-318,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-319,ITAA1997:Section:230-319,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-321,ITAA1997:Section:230-321,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-322,ITAA1997:Section:230-322,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-323,ITAA1997:Section:230-323,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-324,ITAA1997:Section:230-324,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-326,ITAA1997:Section:230-326,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-327,ITAA1997:Section:230-327,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-328,ITAA1997:Section:230-328,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-329,ITAA1997:Section:230-329,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-331,ITAA1997:Section:230-331,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-332,ITAA1997:Section:230-332,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-333,ITAA1997:Section:230-333,sections 230-315 to 230-335
ITAA1997:Section:230-527,ITAA1997:Section:230-334,ITAA1997:Section:230-334,sections 230-315 to 230-335
ITAA1997:Section:250-215,ITAA1997:Section:250-236,ITAA1997:Section:250-236,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-237,ITAA1997:Section:250-237,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-238,ITAA1997:Section:250-238,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-239,ITAA1997:Section:250-239,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-241,ITAA1997:Section:250-241,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-242,ITAA1997:Section:250-242,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-243,ITAA1997:Section:250-243,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-244,ITAA1997:Section:250-244,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-246,ITAA1997:Section:250-246,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-247,ITAA1997:Section:250-247,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-248,ITAA1997:Section:250-248,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-249,ITAA1997:Section:250-249,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-251,ITAA1997:Section:250-251,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-252,ITAA1997:Section:250-252,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-253,ITAA1997:Section:250-253,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-254,ITAA1997:Section:250-254,sections 250-235 to 250-255
ITAA1997:Section:250-215,ITAA1997:Section:250-266,ITAA1997:Section:250-266,sections 250-265 to 250-275
ITAA1997:Section:250-215,ITAA1997:Section:250-267,ITAA1997:Section:250-267,sections 250-265 to 250-275
ITAA1997:Section:250-215,ITAA1997:Section:250-268,ITAA1997:Section:250-268,sections 250-265 to 250-275
ITAA1997:Section:250-215,ITAA1997:Section:250-269,ITAA1997:Section:250-269,sections 250-265 to 250-275
ITAA1997:Section:250-215,ITAA1997:Section:250-271,ITAA1997:Section:250-271,sections 250-265 to 250-275
ITAA1997:Section:250-215,ITAA1997:Section:250-272,ITAA1997:Section:250-272,sections 250-265 to 250-275
ITAA1997:Section:250-215,ITAA1997:Section:250-273,ITAA1997:Section:250-273,sections 250-265 to 250-275
ITAA1997:Section:250-215,ITAA1997:Section:250-274,ITAA1997:Section:250-274,sections 250-265 to 250-275
ITAA1997:Section:253-10,Banking Act 1959:Part:II:Division:2AA:Subdivision:C,ITAA1997:Part:II:Subdivision:C,Subdivision C of Division 2AA of Part II of that Act
ITAA1997:Section:253-15,Banking Act 1959:Part:II,ITAA1997:Part:1959,Part II of the Banking Act 1959
ITAA1997:Section:275-20,FutureFundAct2006:Section,ITAA1997:Section:2006,Future Fund Act 2006
ITAA1997:Section:276-80,ITAA1997:Subsection:276-135:2,ITAA1997:Section:276-135,Subsection (2)
ITAA1997:Section:280-40,RSAA1997:Act,ITAA1997:Section:1997,Retirement Savings Accounts Act 1997
ITAA1997:Section:280-40,SGCLAEL2003:Act,ITAA1997:Section:CL,Superannuation (Government Co-contribution for Low Income Earners) Act 2003
ITAA1997:Section:280-40,SSAA1995:Act,ITAA1997:Section:1995,Small Superannuation Accounts Act 1995
ITAA1997:Section:280-40,SUMLMA1999:Act,ITAA1997:Section:MLM,Superannuation (Unclaimed Money and Lost Members) Act 1999
ITAA1997:Section:290-95,SGA:Section:74,ITAA1997:Section:74,section 74 of that Act
ITAA1997:Section:290-100,ITAA1997:Subsection:290-15(1),ITAA1997:Section:290-15,Subsection (1)
ITAA1997:Section:291-170,ITAA1997:Subsection:292-170,ITAA1997:Section:292-170,former subsections 292-170(6) to (9)
ITAA1997:Section:291-465,SGA1992:Part:8,ITAA1997:Part:1992,Part 8 of the Superannuation Guarantee (Administration) Act 1992
ITAA1997:Section:292-25,ITAA1997:Section:303-17,ITAA1997:Section:303-17,former sections 303-15 and 303-17
ITAA1997:Section:294-45,ITAA1997:Section:294-150,ITAA1997:Section:294-150,transfer balance account ceases when the *retirement phase recipient dies
ITAA1997:Section:294-130,ITAA1997:Section:294-100,ITAA1997:Section:294-100,(b)
ITAA1997:Section:295-395,ITAA1997:Section:295-300,ITAA1997:Section:295-300,Assets of a *complying superannuation fund are segregated non-current assets at a time in an income year if
ITAA1997:Section:301-170,MIA1958,ITAA1997:Section:MI,Migration Act 1958
ITAA1997:Section:301-170,SUMMLA1999:Section:20C,ITAA1997:Section:MML,section 20C of that Act
ITAA1997:Section:306-15,Superannuation (Excess Untaxed Roll-over Amounts Tax) Act 2007,ITAA1997:Section:2007,The tax is imposed in the Superannuation (Excess Untaxed Roll-over Amounts Tax) Act 2007
ITAA1997:Section:306-25,Banking Act 1959:Division:2AA,ITAA1997:Division:1959,Division 2AA (Financial claims scheme for account-holders with insolvent ADIs) of Part II of the Banking Act 1959
ITAA1997:Section:307-5,Retirement Savings Accounts Regulations 1997:Part:4A,ITAA1997:Part:1997,Part 4A
ITAA1997:Section:307-5,Taxation Administration Act 1953:Schedule:1:Section:131-80,ITAA1997:Schedule:1:Section:131-80,subsection 131-80(1) or (3)
ITAA1997:Section:307-130,ITAA1997:Section:307-100,ITAA1997:Section:307-100,superannuation benefit that is a *superannuation guarantee payment
ITAA1997:Section:307-145,ITAA1997:Subsection:307-105:2,ITAA1997:Section:307-105,subsection (2)
ITAA1997:Section:307-400,ITAA1997:Subsection:307-155:2,ITAA1997:Section:307-155,subsection (2)
ITAA1997:Section:310-1,TaxLawsAmendment(2009MeasuresNo.6)Act2010:Schedule:2:Part:3,ITAA1997:Schedule:2:Section:3,Part 3 of Schedule 2 to the Tax Laws Amendment (2009 Measures No. 6) Act 2010
ITAA1997:Section:310-10,ITAA1997:Section:310-100,ITAA1997:Section:310-100,conditions in this section
ITAA1997:Section:313-60,FHSTA2017:Act:1,ITAA1997:Section:2017,First Home Super Saver Tax Act 2017
ITAA1997:Section:315-150,ITAA1997:Section:315-100,ITAA1997:Section:315-100,This section applies in relation to a *CGT event if
ITAA1997:Section:316-5,LIA1995:Section:21,ITAA1997:Section:LI,section 21 of the Life Insurance Act 1995
ITAA1997:Section:316-70,ITAA1997:Paragraph:316-10(3)(b),ITAA1997:Section:316-10,"In a case covered by paragraph (3)(b), if any significant change in the amount of the existing business value or adjusted net worth occurs between the applicable accounting day and the demutualisation resolution day, the amount is to be adjusted to take account of the change."
ITAA1997:Section:320-80,ITAA1997:Section:320-3,ITAA1997:Section:320-3,subsection (1)
ITAA1997:Section:320-131,ITAA1997:Section:320-138,ITAA1997:Section:320-138,sections 320-137 to 320-143
ITAA1997:Section:320-131,ITAA1997:Section:320-140,ITAA1997:Section:320-140,sections 320-137 to 320-143
ITAA1997:Section:320-131,ITAA1997:Section:320-142,ITAA1997:Section:320-142,sections 320-137 to 320-143
ITAA1997:Section:320-137,ITAA1997:Subsection:320-280,ITAA1997:Section:320-280,subsection (3A)
ITAA1997:Section:320-300,FSTRAct1999,ITAA1997:Section:1999,Financial Sector (Transfer and Restructure) Act 1999
ITAA1997:Section:320-305,LIA1995:Part:9,ITAA1997:Part:LI,Part 9 of the Life Insurance Act 1995
ITAA1997:Section:320-345,ITAA1997:Section:320-40,ITAA1997:Section:320-40,section 320-40
ITAA1997:Section:321-45,ITAA1997:Section:321-40,ITAA1997:Section:321-40,A *general insurance company’s assessable income for the *current year includes the gross premiums received by the company during the current year in respect of *general insurance policies.
ITAA1997:Section:328-175,ITAA1997:Subdivision:42-L,ITAA1997:Subdivision:42-L,Subdivision 42-L
ITAA1997:Section:328-180,ITAA1997:Section:328-181,ITAA1997:Section:328-181,328-181
ITAA1997:Section:355-20,ITAA1997:Section:355-15,ITAA1997:Section:355-15,*core R&D activities
ITAA1997:Section:355-315,ITAA1997:Section:355-320,ITAA1997:Section:355-320,section 355-320
ITAA1997:Section:355-710,AATA1975,ITAA1997:Section:1975,Administrative Appeals Tribunal Act 1975
ITAA1997:Section:355-710,ARTA2024,ITAA1997:Section:2024,Administrative Review Tribunal Act 2024
ITAA1997:Section:360-30,ITAA1997:Section:360-1,ITAA1997:Section:360-1,subsection (2)
ITAA1997:Section:376-25,BSA1992:Schedule:6,ITAA1997:Schedule:6,Schedule 6 to the Broadcasting Services Act 1992
ITAA1997:Section:376-27,ITAA1997:Subsection:376-100:2,ITAA1997:Section:376-100,"subsections (2), (3) and (5)"
ITAA1997:Section:376-29,ITAA1997:Section:376-376,ITAA1997:Section:376-376,paragraph (3)(d)
ITAA1997:Section:380-18,ITAA1997:Section:380-14B,ITAA1997:Section:380-14B,subsection 380-14B(2)
ITAA1997:Section:385-135,ITAA1997:Section:385-15,ITAA1997:Section:385-15,this section
ITAA1997:Section:393-10,BankingAct1959:Part:II:Division:2AA,ITAA1997:Part:II:Division:2AA,Division 2AA (Financial claims scheme for account-holders with insolvent ADIs) of Part II of the Banking Act 1959
ITAA1997:Section:394-35,ITAA1997:Section:394-2,ITAA1997:Section:394-2,subsection (2)
ITAA1997:Section:394-35,ITAA1997:Section:394-3,ITAA1997:Section:394-3,subsection (3)
ITAA1997:Section:394-35,ITAA1997:Section:394-4,ITAA1997:Section:394-4,paragraph (b)
ITAA1997:Section:394-35,ITAA1997:Section:394-6,ITAA1997:Section:394-6,subsection (2)
ITAA1997:Section:394-35,ITAA1997:Section:394-7,ITAA1997:Section:394-7,this section
ITAA1997:Section:394-35,ITAA1997:Section:394-8,ITAA1997:Section:394-8,subsection (2)
ITAA1997:Section:405-45,ITAA1997:Section:405-100,ITAA1997:Section:405-100,Your taxable professional income for an income year is the amount (if any) by which your *assessable professional income for that year exceeds the amount of your deductions for that year worked out as follows:
ITAA1997:Section:415-20,ITAA1997:Section:415-701-40,ITAA1997:Section:415-701,section 701-40 (Exit history rule)
ITAA1997:Section:417-10,OPGSA2006:Part:2.2,ITAA1997:Part:2006,granted under Part 2.2 of the Offshore Petroleum and Greenhouse Gas Storage Act 2006
ITAA1997:Section:417-40,ITAA1997:Section:417-15,ITAA1997:Section:417-15,this section
ITAA1997:Section:418-101,ITAA1997:Subsection:418-105(1),ITAA1997:Section:418-105,subsection (1)
ITAA1997:Section:420-12,ANREUA2011:Act,ITAA1997:Section:2011,Australian National Registry of Emissions Units Act 2011
ITAA1997:Section:420-20,ITAA1997:Section:420-105,ITAA1997:Section:420-105,This section
ITAA1997:Section:420-55,ITAA1997:Section:420-75,ITAA1997:Section:420-75,subsection (2)
ITAA1997:Section:615-25,ITAA1997:Section:615-100,ITAA1997:Section:615-100,completion time
ITAA1997:Section:615-35,Financial Sector (Transfer and Restructure) Act 1999:Part:4A,ITAA1997:Part:1999,Part 4A of that Act
ITAA1997:Section:615-55,ITAA1997:Subsection:615-105:1,ITAA1997:Section:615-105,subsection (1)
ITAA1997:Section:620-25,ITAA1997:Section:620-1,ITAA1997:Section:620-1,This section applies
ITAA1997:Section:701-55,ITAA1997:Section:40-426,ITAA1997:Section:40-426,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-427,ITAA1997:Section:40-427,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-428,ITAA1997:Section:40-428,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-429,ITAA1997:Section:40-429,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-431,ITAA1997:Section:40-431,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-432,ITAA1997:Section:40-432,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-433,ITAA1997:Section:40-433,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-434,ITAA1997:Section:40-434,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-436,ITAA1997:Section:40-436,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-437,ITAA1997:Section:40-437,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-438,ITAA1997:Section:40-438,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-439,ITAA1997:Section:40-439,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-441,ITAA1997:Section:40-441,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-442,ITAA1997:Section:40-442,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-443,ITAA1997:Section:40-443,sections 40-425 to 40-445
ITAA1997:Section:701-55,ITAA1997:Section:40-444,ITAA1997:Section:40-444,sections 40-425 to 40-445
ITAA1997:Section:701-80,ITAA1997:Section:40-12,ITAA1997:Section:40-12,40-12(3)
ITAA1997:Section:701-80,ITAA1997:Section:42-160,ITAA1997:Section:42-160,subsection 42-160(1)
ITAA1997:Section:701-80,ITAA1997:Section:42-165,ITAA1997:Section:42-165,42-165(1)
ITAA1997:Section:703-15,ITAA1997:Section:701C-15,ITAA1997:Section:701C-15,section 701C-15 of that Act
ITAA1997:Section:703-37,ITAA1997:Part:3-90:Division:719,ITAA1997:Part:3-90:Division:719,This Part (except Division 719) operates as if a body corporate that meets the requirement of subsection (3) at a particular time were a *wholly-owned subsidiary of another body corporate (the holding body) at the time.
ITAA1997:Section:707-115,ITAA1997:Section:707-405,ITAA1997:Section:707-405,Section 707-405 may affect the income year for which the joining entity is treated as having made the loss
ITAA1997:Section:707-310,ITAA1997:Section:375-805,ITAA1997:Section:375-805,subsection 375-805(4)
ITAA1997:Section:707-310,ITAA1997:Section:707-350,ITAA1997:Section:707-350,section 707-350
ITAA1997:Section:709-155,ITAA1997:Section:709-161,ITAA1997:Section:709-161,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-162,ITAA1997:Section:709-162,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-163,ITAA1997:Section:709-163,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-164,ITAA1997:Section:709-164,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-166,ITAA1997:Section:709-166,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-167,ITAA1997:Section:709-167,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-168,ITAA1997:Section:709-168,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-169,ITAA1997:Section:709-169,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-171,ITAA1997:Section:709-171,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-172,ITAA1997:Section:709-172,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-173,ITAA1997:Section:709-173,sections 709-160 to 709-175
ITAA1997:Section:709-155,ITAA1997:Section:709-174,ITAA1997:Section:709-174,sections 709-160 to 709-175
ITAA1997:Section:713-510,ITAA1997:Subsection:713-100(1),ITAA1997:Section:713-100,(ii)
